Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides std00	Peptides std01	Peptides std02	Peptides std03	Peptides std04	Peptides std05	Peptides std06	Peptides std07	Peptides std08	Peptides std09	Peptides std10	Peptides std11	Razor + unique peptides std00	Razor + unique peptides std01	Razor + unique peptides std02	Razor + unique peptides std03	Razor + unique peptides std04	Razor + unique peptides std05	Razor + unique peptides std06	Razor + unique peptides std07	Razor + unique peptides std08	Razor + unique peptides std09	Razor + unique peptides std10	Razor + unique peptides std11	Unique peptides std00	Unique peptides std01	Unique peptides std02	Unique peptides std03	Unique peptides std04	Unique peptides std05	Unique peptides std06	Unique peptides std07	Unique peptides std08	Unique peptides std09	Unique peptides std10	Unique peptides std11	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Sequence coverage std00 [%]	Sequence coverage std01 [%]	Sequence coverage std02 [%]	Sequence coverage std03 [%]	Sequence coverage std04 [%]	Sequence coverage std05 [%]	Sequence coverage std06 [%]	Sequence coverage std07 [%]	Sequence coverage std08 [%]	Sequence coverage std09 [%]	Sequence coverage std10 [%]	Sequence coverage std11 [%]	Intensity	Intensity std00	Intensity std01	Intensity std02	Intensity std03	Intensity std04	Intensity std05	Intensity std06	Intensity std07	Intensity std08	Intensity std09	Intensity std10	Intensity std11	iBAQ	iBAQ std00	iBAQ std01	iBAQ std02	iBAQ std03	iBAQ std04	iBAQ std05	iBAQ std06	iBAQ std07	iBAQ std08	iBAQ std09	iBAQ std10	iBAQ std11	LFQ intensity std00	LFQ intensity std01	LFQ intensity std02	LFQ intensity std03	LFQ intensity std04	LFQ intensity std05	LFQ intensity std06	LFQ intensity std07	LFQ intensity std08	LFQ intensity std09	LFQ intensity std10	LFQ intensity std11	MS/MS Count std00	MS/MS Count std01	MS/MS Count std02	MS/MS Count std03	MS/MS Count std04	MS/MS Count std05	MS/MS Count std06	MS/MS Count std07	MS/MS Count std08	MS/MS Count std09	MS/MS Count std10	MS/MS Count std11	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Deamidation (NQ) site IDs	Oxidation (M) site IDs	Deamidation (NQ) site positions	Oxidation (M) site positions
Q15365	Q15365	1	1	1	Poly(rC)-binding protein 1	PCBP1	>sp|Q15365|PCBP1_HUMAN Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	5.9	5.9	5.9	37.497	356	356	0	13.987	0	0	0	0	5.9	0	5.9	0	5.9	5.9	0	0	5338100	0	0	0	0	1850300	0	1696900	0	1364200	426680	0	0	314010	0	0	0	0	108840	0	99819	0	80247	25099	0	0	0	0	0	0	0	0	0	0	0	274210	0	0	0	0	0	0	1	0	1	0	1	1	0	0	4				262	543	True	599;600	2238;2239;2240;2241;2242	2779;2780;2781;2782;2783	2780	104;257		326;344	
Q15389-2;Q15389	Q15389-2;Q15389	1;1	1;1	1;1	Angiopoietin-1	ANGPT1	>sp|Q15389-2|ANGP1_HUMAN Isoform 2 of Angiopoietin-1 OS=Homo sapiens GN=ANGPT1;>sp|Q15389|ANGP1_HUMAN Angiopoietin-1 OS=Homo sapiens GN=ANGPT1 PE=1 SV=2	2	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	3.4	3.4	3.4	57.455	497	497;498	0	70.824	0	0	0	0	3.4	3.4	3.4	0	3.4	3.4	0	3.4	2242700	0	0	0	0	527170	128280	430190	0	622200	282890	0	252000	74758	0	0	0	0	17572	4276	14340	0	20740	9429.7	0	8400.1	0	0	0	0	0	0	0	0	0	0	0	224380	0	0	0	0	1	1	1	0	1	1	0	1	6				263	282	True	311	1292;1293;1294;1295;1296;1297	1592;1593;1594;1595;1596;1597	1595				
Q15404-2;Q15404	Q15404-2;Q15404	7;7	7;7	7;7	Ras suppressor protein 1	RSU1	>sp|Q15404-2|RSU1_HUMAN Isoform 2 of Ras suppressor protein 1 OS=Homo sapiens GN=RSU1;>sp|Q15404|RSU1_HUMAN Ras suppressor protein 1 OS=Homo sapiens GN=RSU1 PE=1 SV=3	2	7	7	7	0	0	0	0	4	2	4	1	2	2	0	0	0	0	0	0	4	2	4	1	2	2	0	0	0	0	0	0	4	2	4	1	2	2	0	0	48.2	48.2	48.2	25.545	224	224;277	0	94.267	0	0	0	0	31.7	18.3	34.4	7.6	17	17	0	0	7342400	0	0	0	0	2000700	582890	2977700	167060	1212500	401490	0	0	667490	0	0	0	0	181880	52990	270700	15187	110230	36499	0	0	0	0	0	0	605880	0	569760	0	0	0	0	0	0	0	0	0	2	2	5	1	2	2	0	0	14				264	18;50;51;352;380;478;539	True;True;True;True;True;True;True	19;53;54;387;416;530;595	58;59;213;214;215;1582;1666;1667;1668;1669;1670;1671;1672;2012;2013;2233	66;67;261;262;263;1999;2100;2101;2102;2103;2104;2105;2106;2492;2493;2774	67;261;262;1999;2105;2493;2774				
Q15691	Q15691	1	1	1	Microtubule-associated protein RP/EB family member 1	MAPRE1	>sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	10.1	10.1	10.1	29.999	268	268	0	7.2228	0	0	0	0	10.1	0	0	0	10.1	0	0	0	2026400	0	0	0	0	1603900	0	0	0	422520	0	0	0	135090	0	0	0	0	106920	0	0	0	28168	0	0	0	0	0	0	0	0	0	0	0	145540	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2				265	382	True	418	1679;1680	2114;2115	2114				
Q30KQ7	Q30KQ7	1	1	1	Beta-defensin 113	DEFB113	>sp|Q30KQ7|DB113_HUMAN Beta-defensin 113 OS=Homo sapiens GN=DEFB113 PE=3 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	9.8	9.8	9.8	9.6403	82	82	1	-2	0	0	0	0	0	9.8	0	0	0	9.8	0	0	2162300	0	0	0	0	0	638920	0	0	0	1523400	0	0	1081100	0	0	0	0	0	319460	0	0	0	761680	0	0	0	0	0	0	0	0	0	0	0	979010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			266	378	True	414	1663;1664	2097;2098	2098	258		81	
Q52LW3	Q52LW3	1	1	1	Rho GTPase-activating protein 29	ARHGAP29	>sp|Q52LW3|RHG29_HUMAN Rho GTPase-activating protein 29 OS=Homo sapiens GN=ARHGAP29 PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1.2	1.2	1.2	142.06	1261	1261	1	-2	0	0	0	0	0	0	1.2	0	1.2	1.2	0	1.2	2429900	0	0	0	0	0	0	1232600	0	1101000	0	0	96299	32836	0	0	0	0	0	0	16657	0	14878	0	0	1301.3	0	0	0	0	0	0	0	0	0	0	0	85743	0	0	0	0	0	0	1	0	0	1	0	1	3	+			267	445	True	489	1896;1897;1898;1899	2371;2372;2373;2374	2371	259;260	110	1248;1249	1247
Q53EV4-2;Q53EV4	Q53EV4-2;Q53EV4	1;1	1;1	1;1	Leucine-rich repeat-containing protein 23	LRRC23	>sp|Q53EV4-2|LRC23_HUMAN Isoform 2 of Leucine-rich repeat-containing protein 23 OS=Homo sapiens GN=LRRC23;>sp|Q53EV4|LRC23_HUMAN Leucine-rich repeat-containing protein 23 OS=Homo sapiens GN=LRRC23 PE=2 SV=2	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3.5	3.5	3.5	36.08	312	312;343	1	-2	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	+			268	156	True	170	711	786	786	105		251	
Q5BJF6-7;Q5T4C6;Q5T4C3;Q5BJF6-9;Q5BJF6-8;Q5BJF6-5;Q5BJF6-6;Q5BJF6-10;Q5BJF6-2;Q5BJF6-3;Q5BJF6-4;Q5BJF6	Q5BJF6-7;Q5T4C6;Q5T4C3;Q5BJF6-9;Q5BJF6-8;Q5BJF6-5;Q5BJF6-6;Q5BJF6-10;Q5BJF6-2;Q5BJF6-3;Q5BJF6-4;Q5BJF6	2;1;1;1;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1;1;1;1	Outer dense fiber protein 2	ODF2	>sp|Q5BJF6-7|ODFP2_HUMAN Isoform 7 of Outer dense fiber protein 2 OS=Homo sapiens GN=ODF2;>tr|Q5T4C6|Q5T4C6_HUMAN Outer dense fiber protein 2 (Fragment) OS=Homo sapiens GN=ODF2 PE=1 SV=1;>tr|Q5T4C3|Q5T4C3_HUMAN Outer dense fiber protein 2 (Fragment) OS=Hom	12	2	2	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	4.1	4.1	4.1	80.885	701	701;205;386;576;638;638;657;657;763;805;824;829	0	11.77	0	0	0	0	2.4	0	2.4	0	0	0	0	1.7	28022000	0	0	0	0	16047000	0	11648000	0	0	0	0	326340	778390	0	0	0	0	445760	0	323560	0	0	0	0	9065	0	0	0	0	0	0	2669200	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	3				269	525;602	True;True	580;663	2197;2456;2457	2735;3045;3046	2735;3045	106;107;261;262	111	62;69;284;291	285
Q5FVE4-4;Q5FVE4-3;Q5FVE4-2;Q5FVE4	Q5FVE4-4;Q5FVE4-3;Q5FVE4-2;Q5FVE4	1;1;1;1	1;1;1;1	1;1;1;1	Long-chain-fatty-acid--CoA ligase ACSBG2	ACSBG2	>sp|Q5FVE4-4|ACBG2_HUMAN Isoform 4 of Long-chain-fatty-acid--CoA ligase ACSBG2 OS=Homo sapiens GN=ACSBG2;>sp|Q5FVE4-3|ACBG2_HUMAN Isoform 3 of Long-chain-fatty-acid--CoA ligase ACSBG2 OS=Homo sapiens GN=ACSBG2;>sp|Q5FVE4-2|ACBG2_HUMAN Isoform 2 of Long-cha	4	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2.6	2.6	2.6	51.891	466	466;479;616;666	1	-2	0	0	0	0	2.6	0	0	0	0	0	0	0	96706	0	0	0	0	96706	0	0	0	0	0	0	0	4835.3	0	0	0	0	4835.3	0	0	0	0	0	0	0	0	0	0	0	23844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			270	432	True	475	1866	2335	2335	108	112	166	161
Q5JVZ4;Q5JVZ5;Q96JJ3	Q5JVZ4;Q5JVZ5;Q96JJ3	1;1;1	1;1;1	1;1;1	Engulfment and cell motility protein 2	ELMO2	>tr|Q5JVZ4|Q5JVZ4_HUMAN Engulfment and cell motility protein 2 (Fragment) OS=Homo sapiens GN=ELMO2 PE=1 SV=1;>tr|Q5JVZ5|Q5JVZ5_HUMAN Engulfment and cell motility protein 2 OS=Homo sapiens GN=ELMO2 PE=1 SV=1;>sp|Q96JJ3|ELMO2_HUMAN Engulfment and cell motili	3	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.1	4.1	4.1	38.069	338	338;718;720	0.010204	6.1407	0	0	0	0	0	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1				271	519	True	574	2184	2722	2722	263		87	
Q5JXA9-3;Q5JXA9	Q5JXA9-3;Q5JXA9	1;1	1;1	1;1	Signal-regulatory protein beta-2	SIRPB2	>sp|Q5JXA9-3|SIRB2_HUMAN Isoform 3 of Signal-regulatory protein beta-2 OS=Homo sapiens GN=SIRPB2;>sp|Q5JXA9|SIRB2_HUMAN Signal-regulatory protein beta-2 OS=Homo sapiens GN=SIRPB2 PE=2 SV=1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7.4	7.4	7.4	25.837	244	244;342	1	-2	0	7.4	0	0	0	0	0	0	0	0	0	0	2648500	0	2648500	0	0	0	0	0	0	0	0	0	0	331060	0	331060	0	0	0	0	0	0	0	0	0	0	0	2464600	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	+			272	641	True	709	2681	3291	3291	109	113	235	234
Q5SYB0-2;Q5SYB0-3;Q5SYB0	Q5SYB0-2;Q5SYB0-3;Q5SYB0	1;1;1	1;1;1	1;1;1	FERM and PDZ domain-containing protein 1	FRMPD1	>sp|Q5SYB0-2|FRPD1_HUMAN Isoform 2 of FERM and PDZ domain-containing protein 1 OS=Homo sapiens GN=FRMPD1;>sp|Q5SYB0-3|FRPD1_HUMAN Isoform 3 of FERM and PDZ domain-containing protein 1 OS=Homo sapiens GN=FRMPD1;>sp|Q5SYB0|FRPD1_HUMAN FERM and PDZ domain-con	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2.5	2.5	2.5	70.341	634	634;681;1578	1	-2	0	0	0	0	0	0	0	0	0	0	2.5	0	243880	0	0	0	0	0	0	0	0	0	0	243880	0	6967.9	0	0	0	0	0	0	0	0	0	0	6967.9	0	0	0	0	0	0	0	0	0	0	0	257340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			273	44	True	47	192	240	240	110;111;264	114	187;188;189	184
Q5T123;Q9H299	Q5T123;Q9H299	1;1	1;1	1;1	SH3 domain-binding glutamic acid-rich-like protein 3	SH3BGRL3	>tr|Q5T123|Q5T123_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1;>sp|Q9H299|SH3L3_HUMAN SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1	2	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	21.6	21.6	21.6	9.3804	88	88;93	0	6.8237	0	0	0	0	0	21.6	0	21.6	21.6	0	0	0	766410	0	0	0	0	0	194160	0	311890	260360	0	0	0	127730	0	0	0	0	0	32359	0	51982	43393	0	0	0	0	0	0	0	0	0	0	0	89683	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3				274	359	True	394	1609;1610;1611	2026;2027;2028	2027				
Q5TAP6	Q5TAP6	1	1	1	U3 small nucleolar RNA-associated protein 14 homolog C	UTP14C	>sp|Q5TAP6|UT14C_HUMAN U3 small nucleolar RNA-associated protein 14 homolog C OS=Homo sapiens GN=UTP14C PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2.1	2.1	2.1	87.187	766	766	1	-2	0	0	0	0	0	0	2.1	0	0	0	0	0	266740	0	0	0	0	0	0	266740	0	0	0	0	0	6839.5	0	0	0	0	0	0	6839.5	0	0	0	0	0	0	0	0	0	0	0	61126	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	+			275	502	True	557	2135	2671	2671	265;266;267	115	320;325;334	322
Q5VZK9-2;Q5VZK9	Q5VZK9-2;Q5VZK9	1;1	1;1	1;1	Leucine-rich repeat-containing protein 16A	LRRC16A	>sp|Q5VZK9-2|CARL1_HUMAN Isoform 2 of F-actin-uncapping protein LRRC16A OS=Homo sapiens GN=CARMIL1;>sp|Q5VZK9|CARL1_HUMAN F-actin-uncapping protein LRRC16A OS=Homo sapiens GN=CARMIL1 PE=1 SV=1	2	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1.2	1.2	1.2	147.09	1326	1326;1371	0	7.5816	0	0	0	0	1.2	0	1.2	0	1.2	0	0	0	7942100	0	0	0	0	2734000	0	3040700	0	2167400	0	0	0	115100	0	0	0	0	39623	0	44068	0	31412	0	0	0	0	0	0	0	0	0	0	0	746580	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3				276	556	True	614	2283;2284;2285	2853;2854;2855	2855	268;269;270		1295;1297;1299	
Q68DE3	Q68DE3	1	1	1	Basic helix-loop-helix domain-containing protein KIAA2018	KIAA2018	>sp|Q68DE3|USF3_HUMAN Basic helix-loop-helix domain-containing protein USF3 OS=Homo sapiens GN=USF3 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.9	0.9	0.9	241.68	2245	2245	1	-2	0	0	0	0	0	0	0.9	0	0.9	0	0	0	588790	0	0	0	0	0	0	374800	0	213990	0	0	0	7093.9	0	0	0	0	0	0	4515.7	0	2578.2	0	0	0	0	0	0	0	0	0	0	0	73711	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	+			277	333	True	367	1474;1475	1795;1796	1795	271;272;273		1638;1639;1643	
Q69YN4-4;Q69YN4-2;Q69YN4-3;Q69YN4	Q69YN4-4;Q69YN4-2;Q69YN4-3;Q69YN4	1;1;1;1	1;1;1;1	1;1;1;1	Protein virilizer homolog	KIAA1429	>sp|Q69YN4-4|VIR_HUMAN Isoform 4 of Protein virilizer homolog OS=Homo sapiens GN=KIAA1429;>sp|Q69YN4-2|VIR_HUMAN Isoform 2 of Protein virilizer homolog OS=Homo sapiens GN=KIAA1429;>sp|Q69YN4-3|VIR_HUMAN Isoform 3 of Protein virilizer homolog OS=Homo sapien	4	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.9	1.9	1.9	128.73	1147	1147;1377;1797;1812	1	-2	0	0	0	0	1.9	0	0	0	0	0	0	0	1314700	0	0	0	0	1314700	0	0	0	0	0	0	0	23065	0	0	0	0	23065	0	0	0	0	0	0	0	0	0	0	0	324150	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	+			278	505	True	560	2138	2674	2674	112;274;275;276		430;437;440;442	
Q6IBS0	Q6IBS0	1	1	1	Twinfilin-2	TWF2	>sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens GN=TWF2 PE=1 SV=2	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	6.3	6.3	6.3	39.548	349	349	0	11.409	0	0	0	0	6.3	0	6.3	0	6.3	6.3	0	0	2462200	0	0	0	0	603300	0	468110	0	1082500	308270	0	0	123110	0	0	0	0	30165	0	23405	0	54125	15413	0	0	0	0	0	0	0	0	0	0	372880	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	5				279	403	True	441	1753;1754;1755;1756;1757	2190;2191;2192;2193;2194	2192				
Q6ICC9	Q6ICC9	1	1	1	Protein LDOC1L	LDOC1L	>sp|Q6ICC9|LDOCL_HUMAN Protein LDOC1L OS=Homo sapiens GN=LDOC1L PE=2 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8.8	8.8	8.8	26.154	239	239	1	-2	0	0	0	0	8.8	0	0	0	0	0	0	0	3249900	0	0	0	0	3249900	0	0	0	0	0	0	0	232140	0	0	0	0	232140	0	0	0	0	0	0	0	0	0	0	0	801290	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	+			280	16	True	17	51	54	54	113;114		52;55	
Q6KC79-3;Q6KC79-2;Q6KC79	Q6KC79-3;Q6KC79-2;Q6KC79	1;1;1	1;1;1	1;1;1	Nipped-B-like protein	NIPBL	>sp|Q6KC79-3|NIPBL_HUMAN Isoform 3 of Nipped-B-like protein OS=Homo sapiens GN=NIPBL;>sp|Q6KC79-2|NIPBL_HUMAN Isoform 2 of Nipped-B-like protein OS=Homo sapiens GN=NIPBL;>sp|Q6KC79|NIPBL_HUMAN Nipped-B-like protein OS=Homo sapiens GN=NIPBL PE=1 SV=2	3	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.5	1.5	1.5	122.37	1101	1101;2697;2804	1	-2	0	0	0	0	0	0	0	1.5	0	0	0	0	142250	0	0	0	0	0	0	0	142250	0	0	0	0	3844.7	0	0	0	0	0	0	0	3844.7	0	0	0	0	0	0	0	0	0	0	0	127590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			281	506	True	561	2139	2675	2675	115;277		512;521	
Q6Q759	Q6Q759	1	1	1	Sperm-associated antigen 17	SPAG17	>sp|Q6Q759|SPG17_HUMAN Sperm-associated antigen 17 OS=Homo sapiens GN=SPAG17 PE=2 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.9	0.9	0.9	251.74	2223	2223	1	-2	0	0	0	0	0	0.9	0	0	0	0	0	0	139740	0	0	0	0	0	139740	0	0	0	0	0	0	1370	0	0	0	0	0	1370	0	0	0	0	0	0	0	0	0	0	0	114480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			282	704	True	778	2921	3549	3549	116;278;279		537;539;541	
Q71U36-2;Q71U36;Q13748;Q13748-2;Q6PEY2;F8VQQ4	Q71U36-2;Q71U36;Q13748;Q13748-2;Q6PEY2	14;14;10;9;8;6	2;2;2;2;2;1	1;1;1;1;1;1	Tubulin alpha-1A chain;Tubulin alpha-3C/D chain;Tubulin alpha-3E chain	TUBA1A;TUBA3C;TUBA3E	>sp|Q71U36-2|TBA1A_HUMAN Isoform 2 of Tubulin alpha-1A chain OS=Homo sapiens GN=TUBA1A;>sp|Q71U36|TBA1A_HUMAN Tubulin alpha-1A chain OS=Homo sapiens GN=TUBA1A PE=1 SV=1;>sp|Q13748|TBA3C_HUMAN Tubulin alpha-3C/D chain OS=Homo sapiens GN=TUBA3C PE=1 SV=3;>sp	6	14	2	1	1	2	1	0	11	7	11	6	8	5	1	3	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	55	6.5	3.4	46.297	416	416;451;450;418;450;219	0	23.104	4.1	9.9	4.1	0	45.9	26.7	45.4	26.4	35.1	21.4	4.1	10.8	7798300	0	0	0	0	287170	617430	3329700	341730	1790100	1009400	0	422740	371350	0	0	0	0	13675	29401	158560	16273	85242	48068	0	20130	0	0	0	0	0	0	0	0	0	0	0	376400	0	0	0	0	1	1	1	1	1	2	0	1	8				283	22;23;65;71;72;75;136;172;301;315;476;515;615;620	False;False;False;False;False;False;False;False;False;True;False;False;False;True	23;24;68;74;75;78;79;146;186;332;347;528;570;678;684	70;71;72;73;74;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;315;316;317;318;319;320;321;322;323;324;325;326;327;328;333;334;335;336;337;338;339;340;341;342;635;751;752;753;754;755;756;757;758;1358;1359;1360;1361;1362;1363;1364;1365;1407;2006;2007;2008;2009;2158;2159;2160;2529;2530;2531;2532;2555;2556;2557;2558;2559;2560	78;79;80;81;82;83;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;366;367;368;369;370;371;372;373;374;375;376;377;378;379;384;385;386;387;388;389;390;391;392;393;394;395;396;397;707;828;829;830;831;832;833;834;835;1660;1661;1662;1663;1664;1665;1666;1667;1668;1669;1670;1671;1713;2486;2487;2488;2489;2694;2695;2696;3122;3123;3124;3125;3149;3150;3151;3152;3153;3154;3155	78;83;325;370;379;392;707;834;1661;1713;2487;2696;3124;3150		103		267
Q7Z304-2	Q7Z304-2	1	1	1			>sp|Q7Z304-2|MAMC2_HUMAN Isoform 2 of MAM domain-containing protein 2 OS=Homo sapiens GN=MAMDC2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	9	9	15.293	133	133	1	-2	0	0	0	0	0	9	0	0	0	0	0	0	327470	0	0	0	0	0	327470	0	0	0	0	0	0	40934	0	0	0	0	0	40934	0	0	0	0	0	0	0	0	0	0	0	268280	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	+			284	713	True	791	3022	3669	3669	280	116	12	8
Q86TM3	Q86TM3	1	1	1	Probable ATP-dependent RNA helicase DDX53	DDX53	>sp|Q86TM3|DDX53_HUMAN Probable ATP-dependent RNA helicase DDX53 OS=Homo sapiens GN=DDX53 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1.7	1.7	1.7	71.153	631	631	1	-2	0	0	0	0	0	0	0	0	0	1.7	0	0	1054600	0	0	0	0	0	0	0	0	0	1054600	0	0	27752	0	0	0	0	0	0	0	0	0	27752	0	0	0	0	0	0	0	0	0	0	0	677740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			285	430	True	472	1861	2330	2330	281	117;118	389	381;384
